DateRep,date,scenario,variable,mean_daily_value,zeile,type,Altersgruppe,mean_daily_value7
2021-12-08,2021-12-08,A,mean/daily_detections_0-2,0,21601,Testpositiv,0-14,
2021-12-09,2021-12-09,A,mean/daily_detections_0-2,0.2,21602,Testpositiv,0-14,
2021-12-10,2021-12-10,A,mean/daily_detections_0-2,0,21603,Testpositiv,0-14,
2021-12-11,2021-12-11,A,mean/daily_detections_0-2,1,21604,Testpositiv,0-14,0.357142857142857
2021-12-12,2021-12-12,A,mean/daily_detections_0-2,0,21605,Testpositiv,0-14,1.04285714285714
2021-12-13,2021-12-13,A,mean/daily_detections_0-2,0.3,21606,Testpositiv,0-14,1.1
2021-12-14,2021-12-14,A,mean/daily_detections_0-2,1,21607,Testpositiv,0-14,1.3
2021-12-15,2021-12-15,A,mean/daily_detections_0-2,4.8,21608,Testpositiv,0-14,2.82857142857143
2021-12-16,2021-12-16,A,mean/daily_detections_0-2,0.6,21609,Testpositiv,0-14,3.11428571428571
2021-12-17,2021-12-17,A,mean/daily_detections_0-2,1.4,21610,Testpositiv,0-14,3.42857142857143
2021-12-18,2021-12-18,A,mean/daily_detections_0-2,11.7,21611,Testpositiv,0-14,3.64285714285714
2021-12-19,2021-12-19,A,mean/daily_detections_0-2,2,21612,Testpositiv,0-14,5.51428571428571
2021-12-20,2021-12-20,A,mean/daily_detections_0-2,2.5,21613,Testpositiv,0-14,5.87142857142857
2021-12-21,2021-12-21,A,mean/daily_detections_0-2,2.5,21614,Testpositiv,0-14,6.15714285714286
2021-12-22,2021-12-22,A,mean/daily_detections_0-2,17.9,21615,Testpositiv,0-14,8.52857142857143
2021-12-23,2021-12-23,A,mean/daily_detections_0-2,3.1,21616,Testpositiv,0-14,9
2021-12-24,2021-12-24,A,mean/daily_detections_0-2,3.4,21617,Testpositiv,0-14,9.74285714285714
2021-12-25,2021-12-25,A,mean/daily_detections_0-2,28.3,21618,Testpositiv,0-14,10.5428571428571
2021-12-26,2021-12-26,A,mean/daily_detections_0-2,5.3,21619,Testpositiv,0-14,15.4571428571429
2021-12-27,2021-12-27,A,mean/daily_detections_0-2,7.7,21620,Testpositiv,0-14,16.2714285714286
2021-12-28,2021-12-28,A,mean/daily_detections_0-2,8.1,21621,Testpositiv,0-14,17.3428571428571
2021-12-29,2021-12-29,A,mean/daily_detections_0-2,52.3,21622,Testpositiv,0-14,25.5142857142857
2021-12-30,2021-12-30,A,mean/daily_detections_0-2,8.8,21623,Testpositiv,0-14,27.2142857142857
2021-12-31,2021-12-31,A,mean/daily_detections_0-2,10.9,21624,Testpositiv,0-14,28.4428571428571
2022-01-01,2022-01-01,A,mean/daily_detections_0-2,85.5,21625,Testpositiv,0-14,30.4285714285714
2022-01-02,2022-01-02,A,mean/daily_detections_0-2,17.2,21626,Testpositiv,0-14,43.7
2022-01-03,2022-01-03,A,mean/daily_detections_0-2,16.3,21627,Testpositiv,0-14,46.8
2022-01-04,2022-01-04,A,mean/daily_detections_0-2,22,21628,Testpositiv,0-14,50.1571428571429
2022-01-05,2022-01-05,A,mean/daily_detections_0-2,145.2,21629,Testpositiv,0-14,72.6571428571429
2022-01-06,2022-01-06,A,mean/daily_detections_0-2,30.5,21630,Testpositiv,0-14,76.2428571428572
2022-01-07,2022-01-07,A,mean/daily_detections_0-2,34.4,21631,Testpositiv,0-14,81.4142857142857
2022-01-08,2022-01-08,A,mean/daily_detections_0-2,243,21632,Testpositiv,0-14,87.2428571428571
2022-01-09,2022-01-09,A,mean/daily_detections_0-2,42.3,21633,Testpositiv,0-14,124.642857142857
2022-01-10,2022-01-10,A,mean/daily_detections_0-2,52.5,21634,Testpositiv,0-14,132.9
2022-01-11,2022-01-11,A,mean/daily_detections_0-2,62.8,21635,Testpositiv,0-14,142.342857142857
2022-01-12,2022-01-12,A,mean/daily_detections_0-2,407,21636,Testpositiv,0-14,206.985714285714
2022-01-13,2022-01-13,A,mean/daily_detections_0-2,88.3,21637,Testpositiv,0-14,219.657142857143
2022-01-14,2022-01-14,A,mean/daily_detections_0-2,100.5,21638,Testpositiv,0-14,234.571428571429
2022-01-15,2022-01-15,A,mean/daily_detections_0-2,695.5,21639,Testpositiv,0-14,251.271428571429
2022-01-16,2022-01-16,A,mean/daily_detections_0-2,131,21640,Testpositiv,0-14,355.514285714286
2022-01-17,2022-01-17,A,mean/daily_detections_0-2,156.9,21641,Testpositiv,0-14,377.942857142857
2022-01-18,2022-01-18,A,mean/daily_detections_0-2,179.7,21642,Testpositiv,0-14,404.9
2022-01-19,2022-01-19,A,mean/daily_detections_0-2,1136.7,21643,Testpositiv,0-14,574.185714285714
2022-01-20,2022-01-20,A,mean/daily_detections_0-2,245.3,21644,Testpositiv,0-14,610.014285714286
2022-01-21,2022-01-21,A,mean/daily_detections_0-2,289.2,21645,Testpositiv,0-14,650.357142857143
2022-01-22,2022-01-22,A,mean/daily_detections_0-2,1880.5,21646,Testpositiv,0-14,697.014285714286
2022-01-23,2022-01-23,A,mean/daily_detections_0-2,381.8,21647,Testpositiv,0-14,976.014285714286
2022-01-24,2022-01-24,A,mean/daily_detections_0-2,439.3,21648,Testpositiv,0-14,1040.65714285714
2022-01-25,2022-01-25,A,mean/daily_detections_0-2,506.3,21649,Testpositiv,0-14,1111.3
2022-01-26,2022-01-26,A,mean/daily_detections_0-2,3089.7,21650,Testpositiv,0-14,1540.44285714286
2022-01-27,2022-01-27,A,mean/daily_detections_0-2,697.8,21651,Testpositiv,0-14,1637.57142857143
2022-01-28,2022-01-28,A,mean/daily_detections_0-2,783.7,21652,Testpositiv,0-14,1745.15714285714
2022-01-29,2022-01-29,A,mean/daily_detections_0-2,4884.5,21653,Testpositiv,0-14,1865.65714285714
2022-01-30,2022-01-30,A,mean/daily_detections_0-2,1061.7,21654,Testpositiv,0-14,2513.44285714286
2022-01-31,2022-01-31,A,mean/daily_detections_0-2,1192.4,21655,Testpositiv,0-14,2669.88571428571
2022-02-01,2022-02-01,A,mean/daily_detections_0-2,1349.8,21656,Testpositiv,0-14,2840.34285714286
2022-02-02,2022-02-02,A,mean/daily_detections_0-2,7624.2,21657,Testpositiv,0-14,3715.44285714286
2022-02-03,2022-02-03,A,mean/daily_detections_0-2,1792.9,21658,Testpositiv,0-14,3945.95714285714
2022-02-04,2022-02-04,A,mean/daily_detections_0-2,1976.9,21659,Testpositiv,0-14,4187.18571428571
2022-02-05,2022-02-05,A,mean/daily_detections_0-2,11010.2,21660,Testpositiv,0-14,4429.72857142857
2022-02-06,2022-02-06,A,mean/daily_detections_0-2,2675.3,21661,Testpositiv,0-14,5536.9
2022-02-07,2022-02-07,A,mean/daily_detections_0-2,2881,21662,Testpositiv,0-14,5831.98571428572
2022-02-08,2022-02-08,A,mean/daily_detections_0-2,3047.6,21663,Testpositiv,0-14,6125.14285714286
2022-02-09,2022-02-09,A,mean/daily_detections_0-2,15374.4,21664,Testpositiv,0-14,7196.44285714286
2022-02-10,2022-02-10,A,mean/daily_detections_0-2,3858.5,21665,Testpositiv,0-14,7522.92857142857
2022-02-11,2022-02-11,A,mean/daily_detections_0-2,4029,21666,Testpositiv,0-14,7798.48571428571
2022-02-12,2022-02-12,A,mean/daily_detections_0-2,18509.3,21667,Testpositiv,0-14,8040.18571428571
2022-02-13,2022-02-13,A,mean/daily_detections_0-2,4960.7,21668,Testpositiv,0-14,8771.54285714286
2022-02-14,2022-02-14,A,mean/daily_detections_0-2,4809.9,21669,Testpositiv,0-14,8969.71428571429
2022-02-15,2022-02-15,A,mean/daily_detections_0-2,4739.5,21670,Testpositiv,0-14,9101.25714285714
2022-02-16,2022-02-16,A,mean/daily_detections_0-2,20493.9,21671,Testpositiv,0-14,9199.54285714286
2022-02-17,2022-02-17,A,mean/daily_detections_0-2,5245.7,21672,Testpositiv,0-14,9228.12857142857
2022-02-18,2022-02-18,A,mean/daily_detections_0-2,4949.8,21673,Testpositiv,0-14,9215.82857142857
2022-02-19,2022-02-19,A,mean/daily_detections_0-2,19197.3,21674,Testpositiv,0-14,9156.02857142857
2022-02-20,2022-02-20,A,mean/daily_detections_0-2,5160.8,21675,Testpositiv,0-14,8578.08571428572
2022-02-21,2022-02-21,A,mean/daily_detections_0-2,4723.8,21676,Testpositiv,0-14,8416.37142857143
2022-02-22,2022-02-22,A,mean/daily_detections_0-2,4320.9,21677,Testpositiv,0-14,8241.94285714286
2022-02-23,2022-02-23,A,mean/daily_detections_0-2,16448.3,21678,Testpositiv,0-14,7299.7
2022-02-24,2022-02-24,A,mean/daily_detections_0-2,4113.7,21679,Testpositiv,0-14,7043.94285714286
2022-02-25,2022-02-25,A,mean/daily_detections_0-2,3728.8,21680,Testpositiv,0-14,6799.12857142857
2022-02-26,2022-02-26,A,mean/daily_detections_0-2,12601.6,21681,Testpositiv,0-14,6572.47142857143
2022-02-27,2022-02-27,A,mean/daily_detections_0-2,3370.5,21682,Testpositiv,0-14,5517.58571428572
2022-02-28,2022-02-28,A,mean/daily_detections_0-2,3010.1,21683,Testpositiv,0-14,5273.07142857143
2022-03-01,2022-03-01,A,mean/daily_detections_0-2,2734.3,21684,Testpositiv,0-14,5046.88571428572
2022-03-02,2022-03-02,A,mean/daily_detections_0-2,9064.1,21685,Testpositiv,0-14,4145.37142857143
2022-03-03,2022-03-03,A,mean/daily_detections_0-2,2402.1,21686,Testpositiv,0-14,3935
2022-03-04,2022-03-04,A,mean/daily_detections_0-2,2145.5,21687,Testpositiv,0-14,3748.92857142857
2022-03-05,2022-03-05,A,mean/daily_detections_0-2,6291,21688,Testpositiv,0-14,3581.67142857143
2022-03-06,2022-03-06,A,mean/daily_detections_0-2,1897.9,21689,Testpositiv,0-14,2885.61428571429
2022-03-07,2022-03-07,A,mean/daily_detections_0-2,1707.6,21690,Testpositiv,0-14,2732.64285714286
2022-03-08,2022-03-08,A,mean/daily_detections_0-2,1563.5,21691,Testpositiv,0-14,2601.61428571429
2022-03-09,2022-03-09,A,mean/daily_detections_0-2,4191.7,21692,Testpositiv,0-14,2110.1
2022-03-10,2022-03-10,A,mean/daily_detections_0-2,1331.3,21693,Testpositiv,0-14,1989.18571428571
2022-03-11,2022-03-11,A,mean/daily_detections_0-2,1228.3,21694,Testpositiv,0-14,1882.58571428571
2022-03-12,2022-03-12,A,mean/daily_detections_0-2,2850.4,21695,Testpositiv,0-14,1786.82857142857
2022-03-13,2022-03-13,A,mean/daily_detections_0-2,1051.5,21696,Testpositiv,0-14,1459.88571428571
2022-03-14,2022-03-14,A,mean/daily_detections_0-2,961.4,21697,Testpositiv,0-14,1378.97142857143
2022-03-15,2022-03-15,A,mean/daily_detections_0-2,893.2,21698,Testpositiv,0-14,1303.05714285714
2022-03-16,2022-03-16,A,mean/daily_detections_0-2,1903.1,21699,Testpositiv,0-14,1087.52857142857
2022-03-17,2022-03-17,A,mean/daily_detections_0-2,764.9,21700,Testpositiv,0-14,1022.58571428571
2022-03-18,2022-03-18,A,mean/daily_detections_0-2,696.9,21701,Testpositiv,0-14,963.171428571429
2022-03-19,2022-03-19,A,mean/daily_detections_0-2,1341.7,21702,Testpositiv,0-14,906.971428571429
2022-03-20,2022-03-20,A,mean/daily_detections_0-2,596.9,21703,Testpositiv,0-14,763.028571428572
2022-03-21,2022-03-21,A,mean/daily_detections_0-2,545.5,21704,Testpositiv,0-14,714.142857142857
2022-03-22,2022-03-22,A,mean/daily_detections_0-2,499.8,21705,Testpositiv,0-14,669.442857142857
2022-03-23,2022-03-23,A,mean/daily_detections_0-2,895.5,21706,Testpositiv,0-14,568.285714285714
2022-03-24,2022-03-24,A,mean/daily_detections_0-2,422.7,21707,Testpositiv,0-14,528.014285714286
2022-03-25,2022-03-25,A,mean/daily_detections_0-2,384,21708,Testpositiv,0-14,492.8
2022-03-26,2022-03-26,A,mean/daily_detections_0-2,633.6,21709,Testpositiv,0-14,458.542857142857
2022-03-27,2022-03-27,A,mean/daily_detections_0-2,315,21710,Testpositiv,0-14,392.5
2022-03-28,2022-03-28,A,mean/daily_detections_0-2,299,21711,Testpositiv,0-14,364.042857142857
2022-03-29,2022-03-29,A,mean/daily_detections_0-2,260,21712,Testpositiv,0-14,337.528571428571
2022-03-30,2022-03-30,A,mean/daily_detections_0-2,433.2,21713,Testpositiv,0-14,291.7
2022-03-31,2022-03-31,A,mean/daily_detections_0-2,223.5,21714,Testpositiv,0-14,270.371428571429
2022-04-01,2022-04-01,A,mean/daily_detections_0-2,198.4,21715,Testpositiv,0-14,249.357142857143
2022-04-02,2022-04-02,A,mean/daily_detections_0-2,312.8,21716,Testpositiv,0-14,231.614285714286
2022-04-03,2022-04-03,A,mean/daily_detections_0-2,165.7,21717,Testpositiv,0-14,197.985714285714
2022-04-04,2022-04-04,A,mean/daily_detections_0-2,151.9,21718,Testpositiv,0-14,181.271428571429
2022-04-05,2022-04-05,A,mean/daily_detections_0-2,135.8,21719,Testpositiv,0-14,167.742857142857
2022-04-06,2022-04-06,A,mean/daily_detections_0-2,197.8,21720,Testpositiv,0-14,142.457142857143
2022-04-07,2022-04-07,A,mean/daily_detections_0-2,106.5,21721,Testpositiv,0-14,129.971428571429
2022-04-08,2022-04-08,A,mean/daily_detections_0-2,103.7,21722,Testpositiv,0-14,118.6
2022-04-09,2022-04-09,A,mean/daily_detections_0-2,135.8,21723,Testpositiv,0-14,108.585714285714
2022-04-10,2022-04-10,A,mean/daily_detections_0-2,78.3,21724,Testpositiv,0-14,93.6571428571429
2022-04-11,2022-04-11,A,mean/daily_detections_0-2,72.3,21725,Testpositiv,0-14,86.2142857142857
2022-04-12,2022-04-12,A,mean/daily_detections_0-2,65.7,21726,Testpositiv,0-14,78.1
2022-04-13,2022-04-13,A,mean/daily_detections_0-2,93.3,21727,Testpositiv,0-14,68.0285714285714
2022-04-14,2022-04-14,A,mean/daily_detections_0-2,54.4,21728,Testpositiv,0-14,62.2857142857143
2022-04-15,2022-04-15,A,mean/daily_detections_0-2,46.9,21729,Testpositiv,0-14,56.7142857142857
2022-04-16,2022-04-16,A,mean/daily_detections_0-2,65.3,21730,Testpositiv,0-14,51.4285714285714
2022-04-17,2022-04-17,A,mean/daily_detections_0-2,38.1,21731,Testpositiv,0-14,44.2
2022-04-18,2022-04-18,A,mean/daily_detections_0-2,33.3,21732,Testpositiv,0-14,39.7714285714286
2022-04-19,2022-04-19,A,mean/daily_detections_0-2,28.7,21733,Testpositiv,0-14,36.1571428571429
2022-04-20,2022-04-20,A,mean/daily_detections_0-2,42.7,21734,Testpositiv,0-14,31.1714285714286
2022-04-21,2022-04-21,A,mean/daily_detections_0-2,23.4,21735,Testpositiv,0-14,28.4428571428571
2022-04-22,2022-04-22,A,mean/daily_detections_0-2,21.6,21736,Testpositiv,0-14,25.8285714285714
2022-04-23,2022-04-23,A,mean/daily_detections_0-2,30.4,21737,Testpositiv,0-14,23.6
2022-04-24,2022-04-24,A,mean/daily_detections_0-2,19,21738,Testpositiv,0-14,20.1142857142857
2022-04-25,2022-04-25,A,mean/daily_detections_0-2,15,21739,Testpositiv,0-14,18.3142857142857
2022-04-26,2022-04-26,A,mean/daily_detections_0-2,13.1,21740,Testpositiv,0-14,16.6714285714286
2022-04-27,2022-04-27,A,mean/daily_detections_0-2,18.3,21741,Testpositiv,0-14,13.9857142857143
2022-04-28,2022-04-28,A,mean/daily_detections_0-2,10.8,21742,Testpositiv,0-14,12.5714285714286
2022-04-29,2022-04-29,A,mean/daily_detections_0-2,10.1,21743,Testpositiv,0-14,11.6428571428571
2022-04-30,2022-04-30,A,mean/daily_detections_0-2,11.6,21744,Testpositiv,0-14,10.8428571428571
2022-05-01,2022-05-01,A,mean/daily_detections_0-2,9.1,21745,Testpositiv,0-14,9.45714285714286
2022-05-02,2022-05-02,A,mean/daily_detections_0-2,8.5,21746,Testpositiv,0-14,8.67142857142857
2022-05-03,2022-05-03,A,mean/daily_detections_0-2,7.5,21747,Testpositiv,0-14,7.87142857142857
2022-05-04,2022-05-04,A,mean/daily_detections_0-2,8.6,21748,Testpositiv,0-14,
2022-05-05,2022-05-05,A,mean/daily_detections_0-2,5.3,21749,Testpositiv,0-14,
2022-05-06,2022-05-06,A,mean/daily_detections_0-2,4.5,21750,Testpositiv,0-14,
2021-12-04,2021-12-04,B,mean/daily_detections_0-2,0.1,21751,Testpositiv,0-14,
2021-12-05,2021-12-05,B,mean/daily_detections_0-2,0,21752,Testpositiv,0-14,
2021-12-06,2021-12-06,B,mean/daily_detections_0-2,0.1,21753,Testpositiv,0-14,
2021-12-07,2021-12-07,B,mean/daily_detections_0-2,0.8,21754,Testpositiv,0-14,0.342857142857143
2021-12-08,2021-12-08,B,mean/daily_detections_0-2,0.2,21755,Testpositiv,0-14,1.02857142857143
2021-12-09,2021-12-09,B,mean/daily_detections_0-2,0.4,21756,Testpositiv,0-14,1.11428571428571
2021-12-10,2021-12-10,B,mean/daily_detections_0-2,0.8,21757,Testpositiv,0-14,1.21428571428571
2021-12-11,2021-12-11,B,mean/daily_detections_0-2,4.9,21758,Testpositiv,0-14,2.28571428571429
2021-12-12,2021-12-12,B,mean/daily_detections_0-2,0.6,21759,Testpositiv,0-14,2.45714285714286
2021-12-13,2021-12-13,B,mean/daily_detections_0-2,0.8,21760,Testpositiv,0-14,2.67142857142857
2021-12-14,2021-12-14,B,mean/daily_detections_0-2,8.3,21761,Testpositiv,0-14,2.85714285714286
2021-12-15,2021-12-15,B,mean/daily_detections_0-2,1.4,21762,Testpositiv,0-14,4.05714285714286
2021-12-16,2021-12-16,B,mean/daily_detections_0-2,1.9,21763,Testpositiv,0-14,4.52857142857143
2021-12-17,2021-12-17,B,mean/daily_detections_0-2,2.1,21764,Testpositiv,0-14,5
2021-12-18,2021-12-18,B,mean/daily_detections_0-2,13.3,21765,Testpositiv,0-14,7.04285714285714
2021-12-19,2021-12-19,B,mean/daily_detections_0-2,3.9,21766,Testpositiv,0-14,7.4
2021-12-20,2021-12-20,B,mean/daily_detections_0-2,4.1,21767,Testpositiv,0-14,7.8
2021-12-21,2021-12-21,B,mean/daily_detections_0-2,22.6,21768,Testpositiv,0-14,8.32857142857143
2021-12-22,2021-12-22,B,mean/daily_detections_0-2,3.9,21769,Testpositiv,0-14,12.4714285714286
2021-12-23,2021-12-23,B,mean/daily_detections_0-2,4.7,21770,Testpositiv,0-14,13.1
2021-12-24,2021-12-24,B,mean/daily_detections_0-2,5.8,21771,Testpositiv,0-14,13.5428571428571
2021-12-25,2021-12-25,B,mean/daily_detections_0-2,42.3,21772,Testpositiv,0-14,19.2285714285714
2021-12-26,2021-12-26,B,mean/daily_detections_0-2,8.3,21773,Testpositiv,0-14,20.4428571428571
2021-12-27,2021-12-27,B,mean/daily_detections_0-2,7.2,21774,Testpositiv,0-14,21.6428571428571
2021-12-28,2021-12-28,B,mean/daily_detections_0-2,62.4,21775,Testpositiv,0-14,23.2714285714286
2021-12-29,2021-12-29,B,mean/daily_detections_0-2,12.4,21776,Testpositiv,0-14,33.6285714285714
2021-12-30,2021-12-30,B,mean/daily_detections_0-2,13.1,21777,Testpositiv,0-14,36.1
2021-12-31,2021-12-31,B,mean/daily_detections_0-2,17.2,21778,Testpositiv,0-14,38.9428571428571
2022-01-01,2022-01-01,B,mean/daily_detections_0-2,114.8,21779,Testpositiv,0-14,55.1142857142857
2022-01-02,2022-01-02,B,mean/daily_detections_0-2,25.6,21780,Testpositiv,0-14,58.1285714285714
2022-01-03,2022-01-03,B,mean/daily_detections_0-2,27.1,21781,Testpositiv,0-14,62.3285714285714
2022-01-04,2022-01-04,B,mean/daily_detections_0-2,175.6,21782,Testpositiv,0-14,66.7571428571429
2022-01-05,2022-01-05,B,mean/daily_detections_0-2,33.5,21783,Testpositiv,0-14,93.3857142857143
2022-01-06,2022-01-06,B,mean/daily_detections_0-2,42.5,21784,Testpositiv,0-14,98.6
2022-01-07,2022-01-07,B,mean/daily_detections_0-2,48.2,21785,Testpositiv,0-14,105.4
2022-01-08,2022-01-08,B,mean/daily_detections_0-2,301.2,21786,Testpositiv,0-14,150.671428571429
2022-01-09,2022-01-09,B,mean/daily_detections_0-2,62.1,21787,Testpositiv,0-14,159.771428571429
2022-01-10,2022-01-10,B,mean/daily_detections_0-2,74.7,21788,Testpositiv,0-14,169.6
2022-01-11,2022-01-11,B,mean/daily_detections_0-2,492.5,21789,Testpositiv,0-14,180.528571428571
2022-01-12,2022-01-12,B,mean/daily_detections_0-2,97.2,21790,Testpositiv,0-14,255.014285714286
2022-01-13,2022-01-13,B,mean/daily_detections_0-2,111.3,21791,Testpositiv,0-14,269.585714285714
2022-01-14,2022-01-14,B,mean/daily_detections_0-2,124.7,21792,Testpositiv,0-14,287.585714285714
2022-01-15,2022-01-15,B,mean/daily_detections_0-2,822.6,21793,Testpositiv,0-14,408.342857142857
2022-01-16,2022-01-16,B,mean/daily_detections_0-2,164.1,21794,Testpositiv,0-14,432.057142857143
2022-01-17,2022-01-17,B,mean/daily_detections_0-2,200.7,21795,Testpositiv,0-14,459.7
2022-01-18,2022-01-18,B,mean/daily_detections_0-2,1337.8,21796,Testpositiv,0-14,491.628571428571
2022-01-19,2022-01-19,B,mean/daily_detections_0-2,263.2,21797,Testpositiv,0-14,683.342857142857
2022-01-20,2022-01-20,B,mean/daily_detections_0-2,304.8,21798,Testpositiv,0-14,725.4
2022-01-21,2022-01-21,B,mean/daily_detections_0-2,348.2,21799,Testpositiv,0-14,769.9
2022-01-22,2022-01-22,B,mean/daily_detections_0-2,2164.6,21800,Testpositiv,0-14,1067.44285714286
2022-01-23,2022-01-23,B,mean/daily_detections_0-2,458.5,21801,Testpositiv,0-14,1130.6
2022-01-24,2022-01-24,B,mean/daily_detections_0-2,512.2,21802,Testpositiv,0-14,1200.64285714286
2022-01-25,2022-01-25,B,mean/daily_detections_0-2,3420.6,21803,Testpositiv,0-14,1278.78571428571
2022-01-26,2022-01-26,B,mean/daily_detections_0-2,705.3,21804,Testpositiv,0-14,1741.95714285714
2022-01-27,2022-01-27,B,mean/daily_detections_0-2,795.1,21805,Testpositiv,0-14,1848.92857142857
2022-01-28,2022-01-28,B,mean/daily_detections_0-2,895.2,21806,Testpositiv,0-14,1966.37142857143
2022-01-29,2022-01-29,B,mean/daily_detections_0-2,5406.8,21807,Testpositiv,0-14,2622.61428571429
2022-01-30,2022-01-30,B,mean/daily_detections_0-2,1207.3,21808,Testpositiv,0-14,2777.61428571429
2022-01-31,2022-01-31,B,mean/daily_detections_0-2,1334.3,21809,Testpositiv,0-14,2945.45714285714
2022-02-01,2022-02-01,B,mean/daily_detections_0-2,8014.3,21810,Testpositiv,0-14,3121.15714285714
2022-02-02,2022-02-02,B,mean/daily_detections_0-2,1790.3,21811,Testpositiv,0-14,3998.41428571429
2022-02-03,2022-02-03,B,mean/daily_detections_0-2,1970,21812,Testpositiv,0-14,4218.11428571429
2022-02-04,2022-02-04,B,mean/daily_detections_0-2,2125.1,21813,Testpositiv,0-14,4446.1
2022-02-05,2022-02-05,B,mean/daily_detections_0-2,11547.6,21814,Testpositiv,0-14,5422.4
2022-02-06,2022-02-06,B,mean/daily_detections_0-2,2745.2,21815,Testpositiv,0-14,5699.2
2022-02-07,2022-02-07,B,mean/daily_detections_0-2,2930.2,21816,Testpositiv,0-14,5949.88571428571
2022-02-08,2022-02-08,B,mean/daily_detections_0-2,14848.4,21817,Testpositiv,0-14,6184.31428571429
2022-02-09,2022-02-09,B,mean/daily_detections_0-2,3727.9,21818,Testpositiv,0-14,7069.55714285714
2022-02-10,2022-02-10,B,mean/daily_detections_0-2,3724.8,21819,Testpositiv,0-14,7309.52857142857
2022-02-11,2022-02-11,B,mean/daily_detections_0-2,3766.1,21820,Testpositiv,0-14,7507.58571428571
2022-02-12,2022-02-12,B,mean/daily_detections_0-2,17744.3,21821,Testpositiv,0-14,7991.85714285714
2022-02-13,2022-02-13,B,mean/daily_detections_0-2,4425,21822,Testpositiv,0-14,8142.28571428571
2022-02-14,2022-02-14,B,mean/daily_detections_0-2,4316.6,21823,Testpositiv,0-14,8241.48571428571
2022-02-15,2022-02-15,B,mean/daily_detections_0-2,18238.3,21824,Testpositiv,0-14,8297.12857142857
2022-02-16,2022-02-16,B,mean/daily_detections_0-2,4780.9,21825,Testpositiv,0-14,8191.78571428571
2022-02-17,2022-02-17,B,mean/daily_detections_0-2,4419.2,21826,Testpositiv,0-14,8153.17142857143
2022-02-18,2022-02-18,B,mean/daily_detections_0-2,4155.6,21827,Testpositiv,0-14,8079.17142857143
2022-02-19,2022-02-19,B,mean/daily_detections_0-2,17006.9,21828,Testpositiv,0-14,7477.85714285714
2022-02-20,2022-02-20,B,mean/daily_detections_0-2,4154.7,21829,Testpositiv,0-14,7313.51428571429
2022-02-21,2022-02-21,B,mean/daily_detections_0-2,3798.6,21830,Testpositiv,0-14,7143.34285714286
2022-02-22,2022-02-22,B,mean/daily_detections_0-2,14029.1,21831,Testpositiv,0-14,6970.71428571429
2022-02-23,2022-02-23,B,mean/daily_detections_0-2,3630.5,21832,Testpositiv,0-14,6056.22857142857
2022-02-24,2022-02-24,B,mean/daily_detections_0-2,3228,21833,Testpositiv,0-14,5840.34285714286
2022-02-25,2022-02-25,B,mean/daily_detections_0-2,2947.2,21834,Testpositiv,0-14,5638.32857142857
2022-02-26,2022-02-26,B,mean/daily_detections_0-2,10605.5,21835,Testpositiv,0-14,4720.92857142857
2022-02-27,2022-02-27,B,mean/daily_detections_0-2,2643.5,21836,Testpositiv,0-14,4503.6
2022-02-28,2022-02-28,B,mean/daily_detections_0-2,2384.5,21837,Testpositiv,0-14,4315.14285714286
2022-03-01,2022-03-01,B,mean/daily_detections_0-2,7607.3,21838,Testpositiv,0-14,4141.07142857143
2022-03-02,2022-03-02,B,mean/daily_detections_0-2,2109.2,21839,Testpositiv,0-14,3374.35714285714
2022-03-03,2022-03-03,B,mean/daily_detections_0-2,1908.8,21840,Testpositiv,0-14,3208.72857142857
2022-03-04,2022-03-04,B,mean/daily_detections_0-2,1728.7,21841,Testpositiv,0-14,3064.67142857143
2022-03-05,2022-03-05,B,mean/daily_detections_0-2,5238.5,21842,Testpositiv,0-14,2493.48571428571
2022-03-06,2022-03-06,B,mean/daily_detections_0-2,1484.1,21843,Testpositiv,0-14,2360.12857142857
2022-03-07,2022-03-07,B,mean/daily_detections_0-2,1376.1,21844,Testpositiv,0-14,2243.62857142857
2022-03-08,2022-03-08,B,mean/daily_detections_0-2,3609,21845,Testpositiv,0-14,2139.72857142857
2022-03-09,2022-03-09,B,mean/daily_detections_0-2,1175.7,21846,Testpositiv,0-14,1738.65714285714
2022-03-10,2022-03-10,B,mean/daily_detections_0-2,1093.3,21847,Testpositiv,0-14,1646.32857142857
2022-03-11,2022-03-11,B,mean/daily_detections_0-2,1001.4,21848,Testpositiv,0-14,1562.82857142857
2022-03-12,2022-03-12,B,mean/daily_detections_0-2,2431,21849,Testpositiv,0-14,1286.98571428571
2022-03-13,2022-03-13,B,mean/daily_detections_0-2,837.8,21850,Testpositiv,0-14,1215.6
2022-03-14,2022-03-14,B,mean/daily_detections_0-2,791.6,21851,Testpositiv,0-14,1147.64285714286
2022-03-15,2022-03-15,B,mean/daily_detections_0-2,1678.1,21852,Testpositiv,0-14,1084.77142857143
2022-03-16,2022-03-16,B,mean/daily_detections_0-2,676,21853,Testpositiv,0-14,901.385714285714
2022-03-17,2022-03-17,B,mean/daily_detections_0-2,617.6,21854,Testpositiv,0-14,851.828571428571
2022-03-18,2022-03-18,B,mean/daily_detections_0-2,561.3,21855,Testpositiv,0-14,802.842857142857
2022-03-19,2022-03-19,B,mean/daily_detections_0-2,1147.3,21856,Testpositiv,0-14,679.442857142857
2022-03-20,2022-03-20,B,mean/daily_detections_0-2,490.9,21857,Testpositiv,0-14,635.628571428571
